path	size_bytes	compressed_bytes
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/Shapes/Regular/Main.js	1103	625
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/Size1/Regular/Main.js	2402	1082
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/Size2/Regular/Main.js	2133	984
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/Size3/Regular/Main.js	1885	916
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/Size4/Regular/Main.js	1891	921
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/Size5/Regular/Main.js	1892	938
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/Symbols/Regular/Main.js	1771	866
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/Variants/Regular/Main.js	1616	824
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/fontdata-extra.js	2701	1042
assets/MathJax/jax/output/HTML-CSS/fonts/Neo-Euler/fontdata.js	9642	2889
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Alphabets/Bold/Main.js	5511	2209
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Alphabets/BoldItalic/Main.js	5742	2397
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Alphabets/Italic/Main.js	5645	2363
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Alphabets/Regular/Main.js	5847	2385
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Arrows/Bold/Main.js	1942	935
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Arrows/Regular/Main.js	6990	1930
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/DoubleStruck/Bold/Main.js	2699	1234
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/DoubleStruck/BoldItalic/Main.js	1588	847
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/DoubleStruck/Italic/Main.js	1552	821
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/DoubleStruck/Regular/Main.js	2946	1291
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Fraktur/Bold/Main.js	2733	1204
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Fraktur/Regular/Main.js	2578	1188
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Latin/Bold/Main.js	7172	2580
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Latin/BoldItalic/Main.js	7295	2739
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Latin/Italic/Main.js	7238	2731
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Latin/Regular/Main.js	7276	2633
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Main/Bold/Main.js	13110	4479
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Main/BoldItalic/Main.js	5941	2539
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Main/Italic/Main.js	5891	2522
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Main/Regular/Main.js	14908	4996
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Marks/Bold/Main.js	5479	2316
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Marks/BoldItalic/Main.js	2110	1079
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Marks/Italic/Main.js	2546	1245
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Marks/Regular/Main.js	5740	2398
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Misc/Bold/Main.js	5262	1916
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Misc/BoldItalic/Main.js	4929	1836
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Misc/Italic/Main.js	4878	1788
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Misc/Regular/Main.js	7195	2506
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Monospace/Regular/Main.js	2882	1150
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Normal/Bold/Main.js	4465	1739
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Normal/BoldItalic/Main.js	4241	1733
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Normal/Italic/Main.js	4252	1724
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Operators/Bold/Main.js	5028	1784
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Operators/Regular/Main.js	12031	3478
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/SansSerif/Bold/Main.js	4467	1739
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/SansSerif/BoldItalic/Main.js	4469	1873
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/SansSerif/Italic/Main.js	4295	1841
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/SansSerif/Regular/Main.js	4256	1724
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Script/BoldItalic/Main.js	2949	1289
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Script/Italic/Main.js	2584	1223
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Script/Regular/Main.js	2555	1211
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Shapes/Bold/Main.js	1505	840
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Shapes/BoldItalic/Main.js	1155	649
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Shapes/Regular/Main.js	8807	2759
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Size1/Regular/Main.js	4091	1483
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Size2/Regular/Main.js	2718	1178
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Size3/Regular/Main.js	2663	1141
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Size4/Regular/Main.js	2583	1105
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Size5/Regular/Main.js	3669	1398
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Symbols/Bold/Main.js	1726	869
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Symbols/Regular/Main.js	7440	2541
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Variants/Bold/Main.js	3026	1350
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Variants/BoldItalic/Main.js	2159	1081
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Variants/Italic/Main.js	2121	1064
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/Variants/Regular/Main.js	4612	1858
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/fontdata-extra.js	12693	2807
assets/MathJax/jax/output/HTML-CSS/fonts/STIX-Web/fontdata.js	15113	3996
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/AlphaPresentForms.js	1022	587
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/Arrows.js	2999	1065
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/BBBold.js	2070	978
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/BoldFraktur.js	2308	1059
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/BoxDrawing.js	1977	786
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/CombDiacritMarks.js	2748	1226
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/CombDiactForSymbols.js	1477	784
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/ControlPictures.js	918	543
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/CurrencySymbols.js	994	593
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/Cyrillic.js	3396	1444
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/EnclosedAlphanum.js	2383	732
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/GeneralPunctuation.js	1960	945
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/GeometricShapes.js	1058	604
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/GreekAndCoptic.js	2865	1302
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/GreekBold.js	2433	1108
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/GreekSSBold.js	2439	1088
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/IPAExtensions.js	3038	1449
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/Latin1Supplement.js	3201	1358
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/LatinExtendedA.js	3946	1539
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/LatinExtendedAdditional.js	1112	623
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/LatinExtendedB.js	1657	934
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/LatinExtendedD.js	917	548
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/LetterlikeSymbols.js	1846	980
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/Main.js	4523	2091
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/MathBold.js	2528	1098
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/MathOperators.js	6976	2227
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/MathSSBold.js	2533	1146
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/MiscMathSymbolsA.js	1003	585
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/MiscMathSymbolsB.js	1166	612
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/MiscSymbols.js	961	574
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/MiscTechnical.js	1285	709
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/NumberForms.js	1185	610
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/PhoneticExtensions.js	971	579
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/SpacingModLetters.js	2448	1152
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/SuperAndSubscripts.js	926	550
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Bold/SuppMathOperators.js	2452	972
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/AlphaPresentForms.js	1061	613
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/BasicLatin.js	3155	1485
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/BoxDrawing.js	1996	797
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/CombDiactForSymbols.js	946	559
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/ControlPictures.js	937	552
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/CurrencySymbols.js	1016	607
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/Cyrillic.js	3465	1557
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/EnclosedAlphanum.js	2402	740
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/GeneralPunctuation.js	1537	793
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/GreekAndCoptic.js	3135	1412
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/GreekBoldItalic.js	2468	1140
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/GreekSSBoldItalic.js	2480	1147
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/IPAExtensions.js	3073	1468
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/Latin1Supplement.js	3248	1421
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/LatinExtendedA.js	4009	1619
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/LatinExtendedAdditional.js	1129	636
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/LatinExtendedB.js	1691	958
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/LetterlikeSymbols.js	1651	895
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/Main.js	1723	942
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/MathBoldItalic.js	2303	1092
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/MathBoldScript.js	2347	1087
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/MathOperators.js	960	571
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/MathSSItalicBold.js	2311	1097
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/BoldItalic/SpacingModLetters.js	1634	886
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/AlphaPresentForms.js	1048	606
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/BoxDrawing.js	1983	779
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/CombDiactForSymbols.js	1431	748
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/ControlPictures.js	924	544
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/CurrencySymbols.js	997	593
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/Cyrillic.js	3447	1545
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/EnclosedAlphanum.js	2389	734
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/GeneralPunctuation.js	1523	802
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/GreekAndCoptic.js	2116	1061
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/GreekItalic.js	2447	1116
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/IPAExtensions.js	3051	1431
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/Latin1Supplement.js	3239	1410
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/LatinExtendedA.js	3949	1609
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/LatinExtendedAdditional.js	1116	628
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/LatinExtendedB.js	1649	926
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/LetterlikeSymbols.js	1629	885
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/Main.js	4928	2254
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/MathItalic.js	2253	1065
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/MathOperators.js	947	563
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/MathSSItalic.js	2289	1081
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/MathScript.js	2005	981
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/SpacingModLetters.js	1626	890
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Italic/ij.js	930	558
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/AlphaPresentForms.js	1020	587
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/Arrows.js	2916	1021
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/BBBold.js	2334	1050
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/BlockElements.js	1105	605
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/BoldFraktur.js	2306	1056
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/BoxDrawing.js	2111	790
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/CJK.js	921	556
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/CombDiacritMarks.js	2430	1156
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/CombDiactForSymbols.js	1506	782
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/ControlPictures.js	916	540
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/CurrencySymbols.js	991	588
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/Cyrillic.js	3370	1459
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/Dingbats.js	1665	747
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/EnclosedAlphanum.js	2381	728
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/Fraktur.js	2161	1034
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/GeneralPunctuation.js	1977	969
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/GeometricShapes.js	3276	1085
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/GreekAndCoptic.js	2857	1282
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/GreekBold.js	2431	1105
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/GreekBoldItalic.js	2447	1134
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/GreekItalic.js	2439	1113
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/GreekSSBold.js	2437	1084
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/GreekSSBoldItalic.js	2459	1141
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/Hiragana.js	903	539
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/IPAExtensions.js	3084	1410
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/Latin1Supplement.js	3001	1252
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/LatinExtendedA.js	3906	1522
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/LatinExtendedAdditional.js	1104	617
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/LatinExtendedB.js	1748	964
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/LatinExtendedD.js	941	562
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/LetterlikeSymbols.js	2291	1156
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/Main.js	9954	3858
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathBold.js	2526	1098
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathBoldItalic.js	2282	1088
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathBoldScript.js	2326	1076
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathItalic.js	2245	1062
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathOperators.js	5509	1788
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathSS.js	2524	1150
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathSSBold.js	2558	1157
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathSSItalic.js	2281	1079
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathSSItalicBold.js	2290	1090
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathScript.js	1997	976
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MathTT.js	2483	1022
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MiscMathSymbolsA.js	1997	951
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MiscMathSymbolsB.js	4306	1553
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MiscSymbols.js	2137	1002
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MiscSymbolsAndArrows.js	2637	1027
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/MiscTechnical.js	2277	1099
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/NumberForms.js	1183	613
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/PhoneticExtensions.js	1179	681
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/SpacingModLetters.js	2237	1070
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/Specials.js	904	539
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/SuperAndSubscripts.js	924	546
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/SuppMathOperators.js	7497	2266
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/SupplementalArrowsA.js	1122	629
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/SupplementalArrowsB.js	4336	1247
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/General/Regular/ij.js	922	552
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsD/Bold/All.js	1663	706
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsD/Regular/All.js	1632	695
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsD/Regular/Main.js	1103	613
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsSm/Bold/All.js	1614	723
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsSm/Regular/All.js	1587	724
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsSm/Regular/Main.js	1105	613
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUp/Bold/All.js	1614	795
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUp/Regular/All.js	1584	785
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUp/Regular/Main.js	1105	617
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUpD/Bold/All.js	1647	805
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUpD/Regular/All.js	1616	795
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUpD/Regular/Main.js	1113	621
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUpSm/Bold/All.js	1616	782
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUpSm/Regular/All.js	1590	770
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/IntegralsUpSm/Regular/Main.js	1117	617
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Bold/All.js	913	536
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Bold/Main.js	1054	597
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Bold/PrivateUse.js	3899	1574
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/BoldItalic/All.js	932	544
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/BoldItalic/Main.js	1101	613
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/BoldItalic/PrivateUse.js	5884	2345
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Italic/All.js	919	537
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Italic/Main.js	1738	920
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Italic/PrivateUse.js	6558	2563
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Regular/All.js	911	531
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Regular/Main.js	1698	871
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/NonUnicode/Regular/PrivateUse.js	10385	3581
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/SizeFiveSym/Regular/All.js	1517	758
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/SizeFiveSym/Regular/Main.js	1260	695
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/SizeFourSym/Bold/Main.js	1432	735
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/SizeFourSym/Regular/All.js	1893	889
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/SizeFourSym/Regular/Main.js	1747	870
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/SizeOneSym/Bold/All.js	907	544
assets/MathJax/jax/output/HTML-CSS/fonts/STIX/SizeOneSym/Bold/Main.js	1535	783
